"pri_id","pri_cas","pri_name","pri_emissions","pri_correct","pri_score1","pri_score2","pri_score3","pri_score4","pri_score5"
"2772","36635-56-0","N-[[(4-methylphenyl)sulfonyl]methyl]formamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2859","40601-76-1","1,3,5-tris[[4-tert-butyl-3-hydroxy-2,6-xylyl]methyl]-1,3,5-triazine-2,4,6(1H,3H,5H)-trione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3059","52449-76-0","610-840-5","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3166","55314-16-4","611-255-8","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4267","56973-87-6","1-(3,3-dimethylcyclohexyl)pent-4-en-1-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3279","59487-23-9","4-[[5-[[[4-(aminocarbonyl)phenyl]amino]carbonyl]-2-methoxyphenyl]azo]-N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3434","64354-92-3","3-(isodecyloxy)propiononitrile","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3500","67801-15-4","3-methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)pent-4-en-2-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3563","70516-41-5","2'-anilino-6'-[ethyl(3-methylbutyl)amino]-3'-methylspiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4313","75490-39-0","2,2,4-trimethyl-4-phenyl-butane-nitrile","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4391","79456-26-1","3-chloro-5-trifluoromethyl-2-pyridylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3863","84418-63-3","Isononanoic acid, mixed esters with dipentaerythritol, heptanoic acid and pentaerythritol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4393","88150-62-3","3-ethyl 5-methyl 4-(2-chlorophenyl)-1,4-dihydro-2-[2-(1,3-dihydro-1,3-dioxo-(2H)isoindol-2-yl)-ethoxymethyl]-6-methyl-3,5-pyridinedicarboxylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4069","93413-62-8","4-[2-(Dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4619","107737-97-3","MAJANTAL","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4257","120298-38-6","(S,S)-trans-4-(acetylamino)-5,6-dihydro-6-methyl-7,7-dioxo-4H-thieno[2,3-b]thiopyran-2-sulfonamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1915","139007-06-0","604-106-3","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4528","151900-44-6","1,6-bis((dibenzylthiocarbamoyl)disulfanyl)hexane","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"4067","932742-30-8","3-((5-(3-(Dodecanoyloxy)-2,2-dimethylpropylideneamino)-1,3,3-trimethylcyclohexyl)methylimino)-2,2-dimethylpropyl dodecanoate","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"59","525-66-6","Propranolol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"760","61869-08-7","Paroxetin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"896","78439-06-2","Ceftazidim","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"5067","54-11-5","nicotine","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1834","130-26-7","Clioquinol | Kliokinol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"147","101-42-8","Fenuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"221","107534-96-3","Tebuconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"337","114-26-1","Propoxur","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"409","126833-17-8","Fenhexamid","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"453","140923-17-7","Iprovalicarb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"34","1689-84-5","Bromoxynil","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"534","2164-17-2","Fluometuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"60","52888-80-9","Prosulfocarb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"753","60-51-5","Dimethoate","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"797","67747-09-5","Prochloraz","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"984","88671-89-0","Myclobutanil","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"1055","96489-71-3","Pyridaben","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"68","58-89-9","Lindane","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"4884","75-99-0","Dalapon","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5105","24579-73-5","Propamocarb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5158","51707-55-2","Thidiazuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5082","76738-62-0","Paclobutrazol","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"123","100-37-8","2-diethylaminoethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"138","100-83-4","3-hydroxybenzaldehyde","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"175","10543-57-4","N,N'-ethylenebis[N-acetylacetamide]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"187","106-25-2","nerol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"219","107-41-5","2-methylpentane-2,4-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"292","110-97-4","1,1'-iminodipropan-2-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"309","111-76-2","2-butoxyethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"322","112-27-6","2,2'-(ethylenedioxy)diethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"341","115-77-5","pentaerythritol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"373","121-69-7","N,N-dimethylaniline","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"399","123-96-6","octan-2-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"415","129909-90-6","1H-1,2,4-Triazole-1-carboxamide, 4-amino-N-(1,1-dimethylethyl)-4,5-dihydro-3-(1-methylethyl)-5-oxo-","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"27","139-13-9","nitrilotriacetic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"466","142-92-7","hexyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"484","150-78-7","1,4-dimethoxybenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"579","281-23-2","tricyclo[3.3.1.13,7]decane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"609","3452-97-9","3,5,5-trimethylhexan-1-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"674","52-51-7","bronopol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"707","556-88-7","1-nitroguanidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"82","67-43-6","N-carboxymethyliminobis(ethylenenitrilo)tetra(acetic acid)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"851","75-12-7","formamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"895","78-42-2","tris(2-ethylhexyl) phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"929","79-94-7","2,2',6,6'-tetrabromo-4,4'-isopropylidenediphenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"952","83-32-9","acenaphthene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"973","86-73-7","fluorene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1029","95-48-7","o-cresol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1044","96-09-3","(epoxyethyl)benzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1092","99-87-6","p-cymene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3683","75-75-2","methanesulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3792","80-51-3","4,4'-oxydi(benzenesulphonohydrazide)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3944","87-99-0","xylitol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3992","90-17-5","2,2,2-trichloro-1-phenylethyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4065","93-20-9","2-(2-naphthyloxy)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4126","95-38-5","2-(2-heptadec-8-enyl-2-imidazolin-1-yl)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4164","97-39-2","1,3-di-o-tolylguanidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1296","100-18-5","1,4-diisopropylbenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1388","104-23-4","4'-aminoazobenzene-4-sulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1420","105-83-9","N,N-bis(3-aminopropyl)methylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1466","107-58-4","N-tert-butylacrylamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1494","109-13-7","tert-butyl peroxyisobutyrate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1542","111-21-7","2,2'-[ethane-1,2-diylbis(oxy)]bisethyl diacetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1578","112-16-3","lauroyl chloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1671","118-48-9","4H-3,1-benzoxazine-2,4(1H)-dione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1712","120-46-7","1,3-diphenylpropane-1,3-dione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1751","122-52-1","triethyl phosphite","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2012","150-84-5","citronellyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2950","462-94-2","pentamethylenediamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3141","544-01-4","diisopentyl ether","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3370","624-54-4","pentyl propionate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3439","646-24-2","nonamethylenediamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3834","826-36-8","2,2,6,6-tetramethyl-4-piperidone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4046","927-07-1","tert-butyl peroxypivalate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4177","980-26-7","5,12-dihydro-2,9-dimethylquino[2,3-b]acridine-7,14-dione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1557","1117-86-8","octane-1,2-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1997","1477-55-0","m-phenylenebis(methylamine)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2139","1746-23-2","p-tert-butylstyrene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2247","1999-85-5","?,?,?',?'-tetramethyl-m-xylene-?,?'-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2308","2186-92-7","p-(dimethoxymethyl)anisole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2362","2386-87-0","7-oxabicyclo[4.1.0]hept-3-ylmethyl 7-oxabicyclo[4.1.0]heptane-3-carboxylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2411","2500-88-1","dioctadecyl disulphide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2449","2602-34-8","[3-(2,3-epoxypropoxy)propyl]triethoxysilane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2520","2786-76-7","4-[[4-(aminocarbonyl)phenyl]azo]-N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2591","3031-66-1","hex-3-yne-2,5-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2615","3089-17-6","2,9-dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1259","3302-10-1","3,5,5-trimethylhexanoic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2779","3681-71-8","(Z)-hex-3-enyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2824","3855-32-1","N-[3-(dimethylamino)propyl]-N,N',N'-trimethylpropane-1,3-diamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1267","4292-10-8","(carboxymethyl)dimethyl-3-[(1-oxododecyl)amino]propylammonium hydroxide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2939","4531-49-1","2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2-methoxyphenyl)-3-oxobutyramide]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3003","5036-48-6","1H-imidazole-1-propylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3096","5333-42-6","2-octyldodecan-1-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3179","5580-58-5","3,3'-[(2,5-dichloro-p-phenylene)bis[imino(1-acetyl-2-oxoethylene)azo]]bis[4-chloro-N-(5-chloro-o-tolyl)benzamide]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3394","6309-51-9","isopentyl laurate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3429","6419-19-8","nitrilotrimethylenetris(phosphonic acid)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3481","6674-22-2","1,8-diazabicyclo[5.4.0]undec-7-ene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1287","6992-11-6","4-[(2,5-dichlorophenyl)azo]-N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxynaphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3630","7397-62-8","butyl glycollate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1295","10016-20-3","cyclohexapentylose","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1744","12225-08-0","N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxy-4-[[2,5-dimethoxy-4-[(methylamino)sulphonyl]phenyl]azo]naphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1956","14246-53-8","N-(1-oxooctyl)glycine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2040","15520-10-2","2-methylpentane-1,5-diamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4407","16298-38-7","4,4'-methylenebis(2-isopropyl-6-methylaniline)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2166","18127-01-0","3-(4-tert-butylphenyl)propionaldehyde","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2248","20030-30-2","2,5,6-trimethylcyclohex-2-en-1-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2316","22047-49-0","2-ethylhexyl stearate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2578","29911-28-2","1-(2-butoxy-1-methylethoxy)propan-2-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2634","31778-10-6","butyl 2-[[3-[[(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)amino]carbonyl]-2-hydroxy-1-naphthyl]azo]benzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2775","36727-29-4","3,5,5-trimethylhexanoyl chloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2865","40758-65-4","4,6-Dichloro-2-ethoxypyrimidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3072","52722-86-8","4-hydroxy-2,2,6,6-tetramethylpiperidine-1-ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3182","55934-93-5","[(butoxymethylethoxy)methylethoxy]propan-1-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4249","57090-45-6","(R)-3-chloropropane-1,2-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3452","65405-77-8","(Z)-3-hexenyl salicylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3504","67990-05-0","N-(5-chloro-2-methoxyphenyl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]naphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3577","71048-82-3","[1?(E),2?]-1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3692","75980-60-8","diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4252","79815-20-6","(S)-2,3-dihydro-1H-indole-2-carboxylic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3864","84434-11-7","ethyl phenyl(2,4,6-trimethylbenzoyl)phosphinate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3955","88374-05-4","618-153-2","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1317","101238-01-1","2,2,6,6-Tetramethylpiperidin-4-yl dodecanoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4225","107898-54-4","(+/-) trans-3,3-dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1716","120570-77-6","601-722-4","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4685","132694-65-6","4-[4-[(1-Oxo-2-propenyl)oxy]butoxy]benzoic acid 1,4-phenylene ester","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4737","139122-17-1","2-(3-chloro-2-oxo-2,3-dihydro-1H-indol-4-yl) ethyl benzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2023","152402-98-7","604-848-8","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4603","169685-34-1","[1,1'-Biphenyl]-4,4'-diamine, N4,N4'-bis(4-methoxy-2-methylphenyl)-N4,N4'-diphenyl-","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"2333","224049-04-1","Isotianil","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4115","947753-66-4","2-Ethylhexyl-2-cyano-3-(4-methoxyphenyl)-3-phenylprop-2-enoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1800","125971-57-5","(2Z)-2-Benzylidene-4-methyl-3-oxo-N-phenylpentanamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"359","120-51-4","benzyl benzoate","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"529","20830-75-5","Digoxin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"640","439-14-5","Diazepam","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"79","657-24-9","Metformin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"923","79-57-2","Oxitetracyklin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"994","89-78-1","menthol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1103","62571-86-2","Captopril | Kaptopril","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"338","114369-43-6","Fenbuconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"366","120928-09-8","Fenazaquin","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"429","134098-61-6","Fenpyroximate","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"457","141776-32-1","Sulfosulfuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"35","1698-60-8","Chloridazon","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"552","23564-05-8","Thiophanate-methyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"598","3060-89-7","Metobromuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"632","41394-05-2","Metamitron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"76","63-25-2","Carbaryl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"802","68694-11-1","Triflumizole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"1003","90717-03-6","Quinmerac","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"110","94-74-6","MCPA","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5115","82-68-8","Quintozene","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5180","26644-46-2","Triforine","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5176","58138-08-2","Tridiphane","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5080","77732-09-3","Oxadixyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"2","100-97-0","methenamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"161","10326-41-7","(R)-lactic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"177","105-53-3","diethyl malonate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"190","106-43-4","4-chlorotoluene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"224","107-92-6","butyric acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"293","111-14-8","heptanoic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"310","111-77-3","2-(2-methoxyethoxy)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"375","121-82-4","perhydro-1,3,5-trinitro-1,3,5-triazine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"417","131-11-3","dimethyl phthalate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"582","28553-12-0","di-''isononyl'' phthalate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"611","350-46-9","1-fluoro-4-nitrobenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"647","482-89-3","2-(1,3-dihydro-3-oxo-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"678","5283-66-9","octyltrichlorosilane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"751","603-35-0","triphenylphosphine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"770","6284-40-8","meglumine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"798","68-11-1","mercaptoacetic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"93","78-51-3","tris(2-butoxyethyl) phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"931","80-04-6","4,4'-isopropylidenedicyclohexanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"954","83-42-1","2-chloro-6-nitrotoluene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"988","88-75-5","2-nitrophenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1000","90-12-0","1-methylnaphthalene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1009","91-66-7","N,N-diethylaniline","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1030","95-49-8","2-chlorotoluene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1045","96-12-8","1,2-dibromo-3-chloropropane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1074","98-55-5","p-menth-1-en-8-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1093","99-96-7","4-hydroxybenzoic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3738","77-83-8","ethyl 2,3-epoxy-3-phenylbutyrate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3765","79-07-2","2-chloroacetamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4001","90-51-7","6-amino-4-hydroxynaphthalene-2-sulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4073","93-58-3","methyl benzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4140","95-96-5","dilactide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1297","100-20-9","terephthaloyl dichloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1354","102-81-8","2-dibutylaminoethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1393","104-38-1","2,2'-p-phenylenedioxydiethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1467","107-66-4","dibutyl hydrogen phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1495","109-16-0","2,2'-ethylenedioxydiethyl dimethacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1547","111-41-1","2-(2-aminoethylamino)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1580","112-25-4","2-hexyloxyethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1593","112-59-4","2-(2-hexyloxyethoxy)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1635","115-27-5","1,4,5,6,7,7-hexachloro-8,9,10-trinorborn-5-ene-2,3-dicarboxylic anhydride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"14","120-47-8","ethyl 4-hydroxybenzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1752","122-57-6","4-phenylbutenone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1948","142-16-5","bis(2-ethylhexyl) maleate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2966","474-25-9","chenodeoxycholic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3377","627-83-8","ethylene distearate","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"3493","674-82-8","but-3-en-3-olide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3581","713-95-1","dodecan-5-olide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4053","929-06-6","2-(2-aminoethoxy)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4197","991-84-4","2,6-di-tert-butyl-4-(4,6-bis(octylthio)-1,3,5-triazin-2-ylamino)phenol","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
