id,sus_id,country_id,country_other,station_name,short_sample_code,sample_code,provider_code,national_code,code_ec_wise,code_ec_other,code_other,specific_locations,longitude_decimal,latitude_decimal,dpc_id,altitude,dpr_id,dpr_other,ds_passive_sampling_stretch,ds_stretch_start_and_end,ds_longitude_start_point_decimal,ds_latitude_start_point_decimal,ds_longitude_end_point_decimal,ds_latitude_end_point_decimal,ds_dpc_id,ds_altitude,ds_dpr_id,ds_dpr_other,matrix_id,matrix_other,type_sampling_id,type_sampling_other,passive_sampler_id,passive_sampler_other,sampler_type_id,sampler_type_other,sampler_mass,sampler_surface_area,date_sampling_start_day,date_sampling_start_month,date_sampling_start_year,exposure_time_days,exposure_time_hours,date_of_analysis,time_of_analysis,name,basin_name_id,basin_name_other,dts_id,dts_other,dtm_id,dtm_other,dic_id,concentration_value,unit,title_of_project,ph,temperature,spm_conc,salinity,doc,hardness,o2_1,o2_2,bod5,h2s,p_po4,n_no2,tss,p_total,n_no3,n_total,remark_1,remark_2,am_id,org_id,orig_compound,orig_cas_no,p_determinand_id,p_a_exposure_time,p_a_cruise_dates,p_a_river_km,p_a_sampler_sheets_disks_nr,p_a_sample_code
2953,2496,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,0.2785,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",3.2,28.5.-31.5.,"","",16-3163
2954,7051,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,7.97988,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",3.2,28.5.-31.5.,"","",16-3163
2955,66921,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,9.8875,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",3.2,28.5.-31.5.,"","",16-3163
2956,66928,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,75.5,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",3.2,28.5.-31.5.,"","",16-3163
2957,2327,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,6.7125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",3.2,28.5.-31.5.,"","",16-3163
2958,66938,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",3.2,28.5.-31.5.,"","",16-3163
2959,1717,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,0.23625,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",3.2,28.5.-31.5.,"","",16-3163
2960,2973,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,2.15,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",3.2,28.5.-31.5.,"","",16-3163
2961,9562,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,2.775,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",3.2,28.5.-31.5.,"","",16-3163
2962,8970,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,1.075,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",3.2,28.5.-31.5.,"","",16-3163
2963,10703,YY,,,,,,,,,,,,,,,0,,Stretch 3,Batumi-Batumi,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,28,5,2016,4,"",0000-00-00,00:00:00,,0,,,,,,1,1.1325,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",3.2,28.5.-31.5.,"","",16-3163
2964,2496,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,0.278375,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",4.2,31.5.-5.6.,"","",16-3164
2965,7051,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,1.923,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",4.2,31.5.-5.6.,"","",16-3164
2966,66921,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",4.2,31.5.-5.6.,"","",16-3164
2967,66928,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,11.2125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",4.2,31.5.-5.6.,"","",16-3164
2968,2327,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",4.2,31.5.-5.6.,"","",16-3164
2969,66938,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",4.2,31.5.-5.6.,"","",16-3164
2970,1717,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,1.1525,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",4.2,31.5.-5.6.,"","",16-3164
2971,2973,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,3.6125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",4.2,31.5.-5.6.,"","",16-3164
2972,9562,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,2.4125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",4.2,31.5.-5.6.,"","",16-3164
2973,8970,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",4.2,31.5.-5.6.,"","",16-3164
2974,10703,YY,,,,,,,,,,,,,,,0,,Stretch 4,Batumi-Constanta,,,,,0,,0,,5,"",0,"",3,"",1,,"",588,31,5,2016,6,"",0000-00-00,00:00:00,,0,,,,,,1,0.97625,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",4.2,31.5.-5.6.,"","",16-3164
2975,2496,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",-,-,"","",16-3166
2976,7051,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",-,-,"","",16-3166
2977,66921,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",-,-,"","",16-3166
2978,66928,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",-,-,"","",16-3166
2979,2327,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",-,-,"","",16-3166
2980,66938,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",-,-,"","",16-3166
2981,1717,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",-,-,"","",16-3166
2982,2973,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",-,-,"","",16-3166
2983,9562,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",-,-,"","",16-3166
2984,8970,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",-,-,"","",16-3166
2985,10703,YY,,,,,,,,,,,,,,,0,,Fab blank,fabrication blank,,,,,0,,0,,5,"",0,"",3,"",3,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,0.1775,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",-,-,"","",16-3166
2986,2496,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",-,-,"","","16-3168, 16-3170"
2987,7051,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",-,-,"","","16-3168, 16-3170"
2988,66921,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",-,-,"","","16-3168, 16-3170"
2989,66928,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",-,-,"","","16-3168, 16-3170"
2990,2327,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",-,-,"","","16-3168, 16-3170"
2991,66938,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",-,-,"","","16-3168, 16-3170"
2992,1717,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",-,-,"","","16-3168, 16-3170"
2993,2973,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",-,-,"","","16-3168, 16-3170"
2994,9562,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",-,-,"","","16-3168, 16-3170"
2995,8970,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",-,-,"","","16-3168, 16-3170"
2996,10703,YY,,,,,,,,,,,,,,,0,,FB 1  to 4,Field blank ship,,,,,0,,0,,5,"",0,"",3,"",2,,"",588,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,0.175,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",-,-,"","","16-3168, 16-3170"
2997,2496,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,3.521,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",0,0,"","",16-4267
2998,7051,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,29.6187,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",0,0,"","",16-4267
2999,66921,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",0,0,"","",16-4267
3000,66928,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",0,0,"","",16-4267
3001,2327,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",0,0,"","",16-4267
3002,66938,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",0,0,"","",16-4267
3003,1717,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",0,0,"","",16-4267
3004,2973,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",0,0,"","",16-4267
3005,9562,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",0,0,"","",16-4267
3006,8970,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",0,0,"","",16-4267
3007,10703,YY,,,,,,,,,,,,,,,0,,FB Ukraine SR,Field blank Ukraine,,,,,0,,0,,5,"",0,"",4,"",2,,20.5081,594,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",0,0,"","",16-4267
3008,2496,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,13.7825,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",32,9.6.-11.7.,"","",16-4268
3009,7051,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,25.5305,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",32,9.6.-11.7.,"","",16-4268
3010,66921,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,9.525,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",32,9.6.-11.7.,"","",16-4268
3011,66928,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",32,9.6.-11.7.,"","",16-4268
3012,2327,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,3.4625,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",32,9.6.-11.7.,"","",16-4268
3013,66938,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",32,9.6.-11.7.,"","",16-4268
3014,1717,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",32,9.6.-11.7.,"","",16-4268
3015,2973,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,12.875,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",32,9.6.-11.7.,"","",16-4268
3016,9562,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,11.225,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",32,9.6.-11.7.,"","",16-4268
3017,8970,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,4.6125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2940,1,"p,p'DDT",50-29-3,"",32,9.6.-11.7.,"","",16-4268
3018,10703,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",4,"",1,,20.8063,594,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2941,1,PeCB,608-93-5,"",32,9.6.-11.7.,"","",16-4268
3019,2496,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,1.08438,ng/sampler,,,,,,,,,,,,,,,,,,"",,2931,1,"o,p'-DDT",789-02-6  ,"",27,27.6.-24.7.,"","",16-4269
3020,7051,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,57.7255,ng/sampler,,,,,,,,,,,,,,,,,,"",,2932,1,"p,p'-DDD", 72-54-8,"",27,27.6.-24.7.,"","",16-4269
3021,66921,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,11.5,ng/sampler,,,,,,,,,,,,,,,,,,"",,2933,1,a-HCH,319-84-6,"",27,27.6.-24.7.,"","",16-4269
3022,66928,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,19.25,ng/sampler,,,,,,,,,,,,,,,,,,"",,2934,1,b-HCH,319-85-7,"",27,27.6.-24.7.,"","",16-4269
3023,2327,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,6.3,ng/sampler,,,,,,,,,,,,,,,,,,"",,2935,1,Lindane, 58-89-9,"",27,27.6.-24.7.,"","",16-4269
3024,66938,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,ng/sampler,,,,,,,,,,,,,,,,,,"",,2936,1,d-HCH, 319-86-8,"",27,27.6.-24.7.,"","",16-4269
3025,1717,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,0.97125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2937,1,"o,p'-DDE",3424-82-6,"",27,27.6.-24.7.,"","",16-4269
3026,2973,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,13.125,ng/sampler,,,,,,,,,,,,,,,,,,"",,2938,1,"p,p'-DDE", 72-55-9,"",27,27.6.-24.7.,"","",16-4269
3027,9562,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",4,"",1,,20.5182,594,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,25.625,ng/sampler,,,,,,,,,,,,,,,,,,"",,2939,1,"o,p'-DDD", 53-19-0  ,"",27,27.6.-24.7.,"","",16-4269
