m_bfs_id,m_sd_id,m_ds_id,m_auxiliary_sample_identification,m_bioassay_type_id,m_bioassay_type_other,m_bioassay_name_id,m_bfs_bioassay_name_other,m_adverse_outcome_id,m_bfs_adverse_outcome_other,m_test_organism_id,m_bfs_test_organism_other,m_cell_line_strain_id,m_bfs_cell_line_strain_other,m_endpoint_id,m_bfs_endpoint_other,m_effect_id,m_bfs_effect_other,m_measured_parameter_id,m_bfs_measured_parameter_other,m_bfs_exposure_duration,m_bfs_effect_significantly,m_bfs_maximal_tested_ref,m_bfs_dose_response_relationship,m_main_determinand_id,m_bfs_main_determinand_other,m_bfs_value_determinand,m_effect_equivalent_id,m_bfs_effect_equivalent_other,m_bfs_value_effect_equivalent,m_standard_substance_id,m_bfs_standard_substance_other,m_bfs_limit_of_detection,m_bfs_limit_of_quantification,m_bfs_date_performed_month,m_bfs_date_performed_year,m_bfs_bioassay_performed,m_bfs_guideline,m_bfs_deviation,m_bfs_describe_deviation,m_assay_format_id,m_bfs_assay_format_other,m_solvent_id,m_bfs_solvent_other,m_bfs_max_solvent_concentration,m_bfs_test_medium,m_test_system_id,m_bfs_test_system_other,m_bfs_no_organisms,m_bfs_age_organisms,m_life_stage_id,m_bfs_life_stage_other,m_bfs_no_experiment_repetitions,m_bfs_no_replicates_per_treatment,m_bfs_no_concentration_treatments,m_effect_level_id,m_bfs_effect_level_other,m_bfs_cv_main_determinand,m_bfs_average_cv_resopnse,m_bfs_statistical_assessment,m_bfs_significance_level,m_bfs_statistical_calculation,m_bfs_positive_control_tested,m_positive_control_id,m_bfs_positive_control_other,m_bfs_compliance_guideline_values,m_bfs_compliance_long_term,m_bfs_solvent_control_tested,m_bfs_respective_blank_sample,m_bfs_temperature_test,m_bfs_temperature_compliance,m_bfs_ph_sample_test,m_bfs_ph_sample_adjusted,m_bfs_ph_compliance,m_bfs_do_sample_test,m_bfs_do_compliance,m_bfs_conductivity_sample_test,m_bfs_conductivity_compliance,m_bfs_ammonium_measured,m_bfs_ammonium_compliance,m_bfs_light_intensity,m_bfs_photoperiod,m_bfs_reference_method,m_bfs_reference_paper
269,30,5,42211H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,12,"",12.5,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
270,31,5,49111H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,1,"",12.25,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
271,31,5,49111H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,12,"",12.5,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
272,32,5,43211H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,1,"",38.24,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
273,30,5,43211H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,12,"",50,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
274,33,5,44311H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,1,"",36.87,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
275,33,5,44311H1,1,"",43,"",4,"",2,"",36,"",29,"",4,"",6,"",96,yes,500,yes,12,"",25,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
276,18,2,31111H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,yes,78.835,yes,1,"",1.92,10,"",NA,29,"",NA,NA,March,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,8,1,"",NR,NR,NR,NR,RegTox 7.0.6,yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
277,20,2,32111H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,no,99.66,NA,13,"",NA,10,"",NA,29,"",NA,NA,March,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",3,10,1,3,"",NA,NR,NR,NR,RegTox 7.0.6,yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
278,22,2,33111H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,no,98.269,NA,13,"",NA,10,"",NA,29,"",NA,NA,March,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",3,10,1,3,"",NA,NR,NR,NR,RegTox 7.0.6,yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
279,24,2,34111H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,yes,99.211,yes,1,"",4.95,10,"",NA,29,"",NA,NA,March,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,8,1,"",NR,NR,NR,NR,RegTox 7.0.6,yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
280,26,2,35111H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,yes,98.876,NA,12,"",98.876,10,"",NA,29,"",NA,NA,March,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",3,10,1,1,"",NR,NR,NR,NR,RegTox 7.0.6,yes,3,"",yes,yes,yes,28,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
281,28,5,40911H1,1,"",43,"",4,"",2,"",36,"",28,"",4,"",6,"",96,yes,500,no,12,"",500,10,"",NA,29,"",NA,NA,November,2014,yes,OECD 236,yes,10 embryos per treatment,2,"",1,"",0.1,Reconstituted water,3,"",10,0,2,"",2,10,6,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,3,"",yes,yes,yes,NA,yes,yes,yes,no,yes,yes,yes,yes,yes,NR,NR,NR,14:10,"Di Paolo, C., Ottermanns, R., Keiter, S., Ait-Aissa, S., Bluhm, K., Brack, W., Breitholtz, M., Buchinger, S., Carere, M., Chalon, C., Cousin, X., Dulio, V., Escher, B.I., Hamers, T., Hilscherova, K., Jarque, S., Jonas, A., Maillot-Marechal, E., Marneffe, Y., Nguyen, M.T., Pandard, P., Schifferli, A., Schulze, T., Seidensticker, S., Seiler, T.B., Tang, J., van der Oost, R., Vermeirssen, E., Zounkova, R., Zwart, N., Hollert, H., 2016. Bioassay battery interlaboratory investigation of emerging contaminants in spiked water extracts ??? Towards the implementation of bioanalytical monitoring tools in water quality assessment and monitoring. Water Res. 104, 473–484. doi:10.1016/j.watres.2016.08.018","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
