analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
1453,2,"",acrF,efflux pump,MDR,"","",,,,,,"","","","",0,0,167621.09375,5.387320518493652,,0.00020900000527035445,9,7,2018,"","",1412,1412,1412,
1454,2,"",mdtG_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,152382.8125,4.89756441116333,,0.0001900000061141327,9,7,2018,"","",1412,1412,1412,
1455,2,"",acrB_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,165215.046875,5.309990882873535,,0.00020599999697878957,9,7,2018,"","",1412,1412,1412,
1456,2,"",mdtE,efflux pump,MDR,"","",,,,,,"","","","",0,0,200503.703125,6.444163799285889,,0.0002500000118743628,9,7,2018,"","",1412,1412,1412,
1457,2,"",mdtF,efflux pump,MDR,"","",,,,,,"","","","",0,0,241406.46875,7.758772850036621,,0.0003009999927598983,9,7,2018,"","",1412,1412,1412,
1458,2,"",qacH,efflux pump,MDR,"","",,,,,,"","","","",0,0,290329.375,9.331149101257324,,0.00036199999158270657,9,7,2018,"","",1412,1412,1412,
1459,2,"",lnuB_1,deactivation,MLSB,"","",,,,,,"","","","",0,0,68010.859375,2.1858603954315186,,0.00008479999814881012,9,7,2018,"","",1412,1412,1412,
1460,2,"",lnuB_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,67690.0546875,2.1755495071411133,,0.00008440000237897038,9,7,2018,"","",1412,1412,1412,
1461,2,"",ermF,protection,MLSB,"","",,,,,,"","","","",0,0,364916.75,11.728377342224121,,0.000455000001238659,9,7,2018,"","",1412,1412,1412,
1462,2,"",matA/mel,efflux pump,MLSB,"","",,,,,,"","","","",0,0,308775.71875,9.924012184143066,,0.00038499999209307134,9,7,2018,"","",1412,1412,1412,
1463,2,"",mefA,efflux pump,MLSB,"","",,,,,,"","","","",0,0,141956.625,4.562467575073242,,0.00017699999443721026,9,7,2018,"","",1412,1412,1412,
1464,2,"",ermB,protection,MLSB,"","",,,,,,"","","","",0,0,315993.84375,10.156002044677734,,0.00039400000241585076,9,7,2018,"","",1412,1412,1412,
1465,2,"",mphA_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,2045137.75,65.73046875,,0.0025500000920146704,9,7,2018,"","",1412,1412,1412,
1466,2,"",blaSFO,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,35930.265625,1.1547940969467163,,0.00004479999915929511,9,7,2018,"","",1412,1412,1412,
1467,2,"",ampC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,29834.951171875,0.9588915109634399,,0.00003719999949680641,9,7,2018,"","",1412,1412,1412,
1468,2,"",penA,protection,Beta Lactam,"","",,,,,,"","","","",0,0,36652.078125,1.1779930591583252,,0.00004569999873638153,9,7,2018,"","",1412,1412,1412,
1469,2,"",blaKPC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,25263.466796875,0.8119646310806274,,0.00003149999974993989,9,7,2018,"","",1412,1412,1412,
1470,2,"",blaIMP_2,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,52612.171875,1.690948486328125,,0.0000655999974696897,9,7,2018,"","",1412,1412,1412,
1471,2,"",blaIMP_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,68572.265625,2.203903913497925,,0.00008550000347895548,9,7,2018,"","",1412,1412,1412,
1472,2,"",blaGES,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,45955.44921875,1.4770022630691528,,0.00005729999975301325,9,7,2018,"","",1412,1412,1412,
1473,2,"",blaOXY,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,47399.07421875,1.5234003067016602,,0.00005909999890718609,9,7,2018,"","",1412,1412,1412,
1474,2,"",blaOXA1/blaOXA30,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,324014,10.413768768310547,,0.0004039999912492931,9,7,2018,"","",1412,1412,1412,
1475,2,"",blaOXA10,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,234990.34375,7.552559852600098,,0.00029299999005161226,9,7,2018,"","",1412,1412,1412,
1476,2,"",fox5,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,370530.84375,11.908814430236816,,0.0004619999963324517,9,7,2018,"","",1412,1412,1412,
1477,2,"",cfxA,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,210127.890625,6.753483295440674,,0.00026199998683296144,9,7,2018,"","",1412,1412,1412,
1478,2,"",blaTEM,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,27027900,868.6732788085938,,0.03370000049471855,9,7,2018,"","",1412,1412,1412,
1479,2,"",sul2_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,321607.9375,10.336438179016113,,0.00040099999750964344,9,7,2018,"","",1412,1412,1412,
1480,2,"",dfrA1_2,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,524517.6875,16.85793113708496,,0.0006539999740198255,9,7,2018,"","",1412,1412,1412,
1481,2,"",dfrA1_1,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,1162921.5,37.37614822387695,,0.001449999981559813,9,7,2018,"","",1412,1412,1412,
1482,2,"",sul1_2,protection,Sulfonamide,"","",,,,,,"","","","",0,0,2951414.5,94.85808563232422,,0.0036800000816583633,9,7,2018,"","",1412,1412,1412,
1483,2,"",sul1_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,4507323.5,144.8647918701172,,0.005619999952614307,9,7,2018,"","",1412,1412,1412,
1484,2,"",sul3,protection,Sulfonamide,"","",,,,,,"","","","",0,0,13313446,427.8924560546875,,0.016599999740719795,9,7,2018,"","",1412,1412,1412,
1485,2,"",intI3_2,MGE,Integrase,"","",,,,,,"","","","",0,0,80201.484375,2.577665328979492,,0.00009999999747378752,9,7,2018,"","",1412,1412,1412,
1486,2,"",intI3_1,MGE,Integrase,"","",,,,,,"","","","",0,0,97043.796875,3.1189751625061035,,0.00012099999730708078,9,7,2018,"","",1412,1412,1412,
1487,2,"",intI1_4,MGE,Integrase,"","",,,,,,"","","","",0,0,4106316,131.97647094726562,,0.005119999870657921,9,7,2018,"","",1412,1412,1412,
1488,2,"",intI1_3,MGE,Integrase,"","",,,,,,"","","","",0,0,4202557.5,135.06967163085938,,0.005239999853074551,9,7,2018,"","",1412,1412,1412,
1489,2,"",intI1_1,MGE,Integrase,"","",,,,,,"","","","",0,0,4467222.5,143.57595825195312,,0.005570000037550926,9,7,2018,"","",1412,1412,1412,
1490,2,"",intI1_2,MGE,Integrase,"","",,,,,,"","","","",0,0,7354476,236.37191772460938,,0.009170000441372395,9,7,2018,"","",1412,1412,1412,
1491,2,"",bacA_2,deactivation,Bacitracin,"","",,,,,,"","","","",0,0,344563.5625,9.37868595123291,,0.0002300000051036477,9,7,2018,"","",1412,1412,1413,
1492,2,"",crAss56,other,crAssphage,"","",,,,,,"","","","",0,0,383514.21875,10.438885688781738,,0.00025599999935366213,9,7,2018,"","",1412,1412,1413,
1493,2,"",crAss64,other,crAssphage,"","",,,,,,"","","","",0,0,1528064.5,41.59243392944336,,0.001019999966956675,9,7,2018,"","",1412,1412,1413,
1494,2,"",merA,deactivation,other,"","",,,,,,"","","","",0,0,6801385,185.12710571289062,,0.004540000110864639,9,7,2018,"","",1412,1412,1413,
1495,2,"",qacEDelta1_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,6906252,187.9814910888672,,0.004610000178217888,9,7,2018,"","",1412,1412,1413,
1496,2,"",qacEDelta1_3,efflux pump,MDR,"","",,,,,,"","","","",0,0,7790132.5,212.03985595703125,,0.005200000014156103,9,7,2018,"","",1412,1412,1413,
1497,2,"",qacEDelta1_2,efflux pump,MDR,"","",,,,,,"","","","",0,0,10531660,286.6615905761719,,0.007029999978840351,9,7,2018,"","",1412,1412,1413,
1498,2,"",cmlA_4,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,38501.23046875,1.0479662418365479,,0.000025699999241624027,9,7,2018,"","",1412,1412,1413,
1499,2,"",catB3,deactivation,Amphenicol,"","",,,,,,"","","","",0,0,41347.625,1.125442385673523,,0.000027599999157246202,9,7,2018,"","",1412,1412,1413,
1500,2,"",cmlA_2,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,72208.5390625,1.9654464721679688,,0.00004819999958272092,9,7,2018,"","",1412,1412,1413,
1501,2,"",cmlA_3,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,111309.0078125,3.0297234058380127,,0.00007429999823216349,9,7,2018,"","",1412,1412,1413,
1502,2,"",rarD_2,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,167787.46875,4.567012310028076,,0.00011200000153621659,9,7,2018,"","",1412,1412,1413,
1503,2,"",mdtL,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,546807.375,14.883566856384277,,0.0003650000144261867,9,7,2018,"","",1412,1412,1413,
1504,2,"",catA1,deactivation,Amphenicol,"","",,,,,,"","","","",0,0,837439.25,22.79428482055664,,0.0005590000073425472,9,7,2018,"","",1412,1412,1413,
1505,2,"",tetE,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,139772.953125,3.8044843673706055,,0.00009329999738838524,9,7,2018,"","",1412,1412,1413,
1506,2,"",tetA/B_1,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,164791.265625,4.485458850860596,,0.00011000000085914508,9,7,2018,"","",1412,1412,1413,
1507,2,"",tetA/B_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,187262.796875,5.09711217880249,,0.0001250000059371814,9,7,2018,"","",1412,1412,1413,
1508,2,"",tetX,deactivation,Tetracycline,"","",,,,,,"","","","",0,0,200745.71875,5.464104175567627,,0.0001340000017080456,9,7,2018,"","",1412,1412,1413,
1509,2,"",tetC_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,239696.390625,6.524303436279297,,0.00015999999595806003,9,7,2018,"","",1412,1412,1413,
1510,2,"",tetM_2,protection,Tetracycline,"","",,,,,,"","","","",0,0,266662.21875,7.25828742980957,,0.00017800000205170363,9,7,2018,"","",1412,1412,1413,
1511,2,"",tet32,protection,Tetracycline,"","",,,,,,"","","","",0,0,274152.75,7.462172031402588,,0.0001829999964684248,9,7,2018,"","",1412,1412,1413,
1512,2,"",tetC_3,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,420966.78125,11.458308219909668,,0.0002809999859891832,9,7,2018,"","",1412,1412,1413,
1513,2,"",tetA_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,476396.5625,12.967053413391113,,0.00031800000579096377,9,7,2018,"","",1412,1412,1413,
1514,2,"",tetM_1,protection,Tetracycline,"","",,,,,,"","","","",0,0,509354.8125,13.864145278930664,,0.00033999999868683517,9,7,2018,"","",1412,1412,1413,
1515,2,"",tetO_2,protection,Tetracycline,"","",,,,,,"","","","",0,0,614222,16.71852684020996,,0.00041000000783242285,9,7,2018,"","",1412,1412,1413,
1516,2,"",tetO_1,protection,Tetracycline,"","",,,,,,"","","","",0,0,630701.125,17.16707420349121,,0.00042100000428035855,9,7,2018,"","",1412,1412,1413,
1517,2,"",tetW,protection,Tetracycline,"","",,,,,,"","","","",0,0,1023203.9375,27.85062026977539,,0.0006830000202171504,9,7,2018,"","",1412,1412,1413,
1518,2,"",tetQ,protection,Tetracycline,"","",,,,,,"","","","",0,0,2861375.5,77.88387298583984,,0.0019099999917671084,9,7,2018,"","",1412,1412,1413,
1519,2,"",aadE,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,141121.25,3.841183662414551,,0.00009419999696547166,9,7,2018,"","",1412,1412,1413,
1520,2,"",aadA2_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,224715.359375,6.11653470993042,,0.0001500000071246177,9,7,2018,"","",1412,1412,1413,
1521,2,"",aadA5_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,471902.25,12.844722747802734,,0.0003150000120513141,9,7,2018,"","",1412,1412,1413,
1522,2,"",aac3-VI,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1026200.125,27.932174682617188,,0.0006849999772384763,9,7,2018,"","",1412,1412,1413,
1523,2,"",aadD,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1617950.625,44.03904724121094,,0.00107999995816499,9,7,2018,"","",1412,1412,1413,
1524,2,"",aadA1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1617950.625,44.03904724121094,,0.00107999995816499,9,7,2018,"","",1412,1412,1413,
1525,2,"",strB,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1647912.625,44.85458755493164,,0.0010999999940395355,9,7,2018,"","",1412,1412,1413,
1526,2,"",aadA_2,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,2202210.5,59.942039489746094,,0.0014700000174343586,9,7,2018,"","",1412,1412,1413,
1527,2,"",aadA_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,2576736.25,70.13626098632812,,0.00171999994199723,9,7,2018,"","",1412,1412,1413,
1528,2,"",tolC_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,82994.875,2.259040117263794,,0.00005539999983739108,9,7,2018,"","",1412,1412,1413,
1529,2,"",oprJ,efflux pump,MDR,"","",,,,,,"","","","",0,0,120447.4375,3.2784624099731445,,0.00008040000102482736,9,7,2018,"","",1412,1412,1413,
1530,2,"",emrD_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,301118.59375,8.19615650177002,,0.0002010000025620684,9,7,2018,"","",1412,1412,1413,
1531,2,"",mdtH_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,319095.8125,8.685479164123535,,0.00021300000662449747,9,7,2018,"","",1412,1412,1413,
1532,2,"",acrF,efflux pump,MDR,"","",,,,,,"","","","",0,0,329582.53125,8.970917701721191,,0.00022000000171829015,9,7,2018,"","",1412,1412,1413,
1533,2,"",mdtG_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,334076.84375,9.09324836730957,,0.0002229999954579398,9,7,2018,"","",1412,1412,1413,
1534,2,"",acrB_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,365537,9.949563026428223,,0.00024399999529123306,9,7,2018,"","",1412,1412,1413,
1535,2,"",mdtE,efflux pump,MDR,"","",,,,,,"","","","",0,0,402989.5625,10.968985557556152,,0.0002690000110305846,9,7,2018,"","",1412,1412,1413,
1536,2,"",mdtF,efflux pump,MDR,"","",,,,,,"","","","",0,0,468906.0625,12.763168334960938,,0.0003129999968223274,9,7,2018,"","",1412,1412,1413,
1537,2,"",qacH,efflux pump,MDR,"","",,,,,,"","","","",0,0,719089.1875,19.57291030883789,,0.0004799999878741801,9,7,2018,"","",1412,1412,1413,
1538,2,"",lnuB_1,deactivation,MLSB,"","",,,,,,"","","","",0,0,211232.4375,5.749542236328125,,0.00014099999680183828,9,7,2018,"","",1412,1412,1413,
1539,2,"",lnuB_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,233703.96875,6.361196041107178,,0.000155999994603917,9,7,2018,"","",1412,1412,1413,
1540,2,"",ermF,protection,MLSB,"","",,,,,,"","","","",0,0,868899.375,23.65060043334961,,0.0005799999926239252,9,7,2018,"","",1412,1412,1413,
1541,2,"",matA/mel,efflux pump,MLSB,"","",,,,,,"","","","",0,0,1199980,32.66229248046875,,0.0008009999874047935,9,7,2018,"","",1412,1412,1413,
1542,2,"",mefA,efflux pump,MLSB,"","",,,,,,"","","","",0,0,1259904.125,34.29336929321289,,0.0008410000009462237,9,7,2018,"","",1412,1412,1413,
1543,2,"",ermB,protection,MLSB,"","",,,,,,"","","","",0,0,1662893.625,45.26235580444336,,0.0011099999537691474,9,7,2018,"","",1412,1412,1413,
1544,2,"",mphA_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,3700313,100.71893310546875,,0.002469999948516488,9,7,2018,"","",1412,1412,1413,
1545,2,"",blaSFO,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,57227.51171875,1.5576775074005127,,0.00003819999983534217,9,7,2018,"","",1412,1412,1413,
1546,2,"",ampC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,69661.765625,1.8961256742477417,,0.00004650000118999742,9,7,2018,"","",1412,1412,1413,
1547,2,"",penA,protection,Beta Lactam,"","",,,,,,"","","","",0,0,98425.328125,2.679042100906372,,0.00006569999823113903,9,7,2018,"","",1412,1412,1413,
1548,2,"",blaKPC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,98874.7578125,2.691275119781494,,0.00006600000051548705,9,7,2018,"","",1412,1412,1413,
1549,2,"",blaIMP_2,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,104567.546875,2.8462274074554443,,0.0000698000003467314,9,7,2018,"","",1412,1412,1413,
1550,2,"",blaIMP_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,106814.703125,2.907392740249634,,0.00007129999721655622,9,7,2018,"","",1412,1412,1413,
1551,2,"",blaGES,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,108762.234375,2.960402727127075,,0.00007259999983943999,9,7,2018,"","",1412,1412,1413,
1552,2,"",blaOXY,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,117001.796875,3.184675693511963,,0.00007809999806340784,9,7,2018,"","",1412,1412,1413,
1553,2,"",blaOXA1/blaOXA30,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,471902.25,12.844722747802734,,0.0003150000120513141,9,7,2018,"","",1412,1412,1413,
1554,2,"",blaOXA10,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,567780.8125,15.45444393157959,,0.00037900000461377203,9,7,2018,"","",1412,1412,1413,
1555,2,"",fox5,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,698115.75,19.002033233642578,,0.0004659999976865947,9,7,2018,"","",1412,1412,1413,
1556,2,"",cfxA,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,740062.5625,20.143787384033203,,0.0004939999780617654,9,7,2018,"","",1412,1412,1413,
1557,2,"",blaTEM,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,45542312,1239.61767578125,,0.030400000512599945,9,7,2018,"","",1412,1412,1413,
1558,2,"",sul2_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,858412.6875,23.365161895751953,,0.0005729999975301325,9,7,2018,"","",1412,1412,1413,
1559,2,"",dfrA1_2,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,955789.3125,26.01565933227539,,0.0006380000268109143,9,7,2018,"","",1412,1412,1413,
1560,2,"",dfrA1_1,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,2052400.25,55.864349365234375,,0.0013699999544769526,9,7,2018,"","",1412,1412,1413,
1561,2,"",sul1_2,protection,Sulfonamide,"","",,,,,,"","","","",0,0,5632865,153.32113647460938,,0.003759999992325902,9,7,2018,"","",1412,1412,1413,
1562,2,"",sul1_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,8703975,236.9137725830078,,0.005810000002384186,9,7,2018,"","",1412,1412,1413,
1563,2,"",sul3,protection,Sulfonamide,"","",,,,,,"","","","",0,0,22022106,599.42041015625,,0.014700000174343586,9,7,2018,"","",1412,1412,1413,
1564,2,"",intI3_2,MGE,Integrase,"","",,,,,,"","","","",0,0,238198.28125,6.483526706695557,,0.00015900000289548188,9,7,2018,"","",1412,1412,1413,
1565,2,"",intI3_1,MGE,Integrase,"","",,,,,,"","","","",0,0,253179.3125,6.891295433044434,,0.00016900000628083944,9,7,2018,"","",1412,1412,1413,
1566,2,"",intI1_4,MGE,Integrase,"","",,,,,,"","","","",0,0,12928624,351.9046325683594,,0.008630000054836273,9,7,2018,"","",1412,1412,1413,
1567,2,"",intI1_3,MGE,Integrase,"","",,,,,,"","","","",0,0,13333111,362.91436767578125,,0.008899999782443047,9,7,2018,"","",1412,1412,1413,
1568,2,"",intI1_1,MGE,Integrase,"","",,,,,,"","","","",0,0,15580265,424.0797119140625,,0.010400000028312206,9,7,2018,"","",1412,1412,1413,
1569,2,"",intI1_2,MGE,Integrase,"","",,,,,,"","","","",0,0,20823624,566.7988891601562,,0.013899999670684338,9,7,2018,"","",1412,1412,1413,
1570,2,"",bacA_2,deactivation,Bacitracin,"","",,,,,,"","","","",0,0,289035.09375,7.636531829833984,,0.00023200000578071922,9,7,2018,"","",1412,1412,1414,
1571,2,"",crAss56,other,crAssphage,"","",,,,,,"","","","",0,0,404898.3125,10.697728157043457,,0.00032500000088475645,9,7,2018,"","",1412,1412,1414,
1572,2,"",crAss64,other,crAssphage,"","",,,,,,"","","","",0,0,1270757.75,33.574405670166016,,0.001019999966956675,9,7,2018,"","",1412,1412,1414,
1573,2,"",merA,deactivation,other,"","",,,,,,"","","","",0,0,3014935,79.65692901611328,,0.002420000033453107,9,7,2018,"","",1412,1412,1414,
1574,2,"",qacEDelta1_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,6652790.5,175.7718963623047,,0.0053400001488626,9,7,2018,"","",1412,1412,1414,
1575,2,"",qacEDelta1_3,efflux pump,MDR,"","",,,,,,"","","","",0,0,8073049,213.29623413085938,,0.006479999981820583,9,7,2018,"","",1412,1412,1414,
1576,2,"",qacEDelta1_2,efflux pump,MDR,"","",,,,,,"","","","",0,0,11162735,294.9281311035156,,0.008960000239312649,9,7,2018,"","",1412,1412,1414,
1577,2,"",cmlA_4,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,37499.8125,0.9907741546630859,,0.000030100000003585592,9,7,2018,"","",1412,1412,1414,
1578,2,"",catB3,deactivation,Amphenicol,"","",,,,,,"","","","",0,0,47715.70703125,1.2606860399246216,,0.000038300000596791506,9,7,2018,"","",1412,1412,1414,
1579,2,"",cmlA_2,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,50954.89453125,1.3462679386138916,,0.000040899998566601425,9,7,2018,"","",1412,1412,1414,
1580,2,"",cmlA_3,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,71511.265625,1.889383316040039,,0.00005740000051446259,9,7,2018,"","",1412,1412,1414,
1581,2,"",rarD_2,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,130813.296875,3.456188917160034,,0.0001049999991664663,9,7,2018,"","",1412,1412,1414,
1582,2,"",mdtL,efflux pump,Amphenicol,"","",,,,,,"","","","",0,0,418602.5625,11.059804916381836,,0.00033599999733269215,9,7,2018,"","",1412,1412,1414,
1583,2,"",catA1,deactivation,Amphenicol,"","",,,,,,"","","","",0,0,1011622.8125,26.727861404418945,,0.0008120000129565597,9,7,2018,"","",1412,1412,1414,
1584,2,"",tetE,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,69767.09375,1.8433008193969727,,0.000056000000768108293,9,7,2018,"","",1412,1412,1414,
1585,2,"",tetA/B_1,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,168188.53125,4.443671703338623,,0.00013499999477062374,9,7,2018,"","",1412,1412,1414,
1586,2,"",tetA/B_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,200580.390625,5.299489974975586,,0.0001610000035725534,9,7,2018,"","",1412,1412,1414,
1587,2,"",tetX,deactivation,Tetracycline,"","",,,,,,"","","","",0,0,159467.640625,4.213258743286133,,0.00012799999967683107,9,7,2018,"","",1412,1412,1414,
1588,2,"",tetC_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,251659.859375,6.649049282073975,,0.00020199999562464654,9,7,2018,"","",1412,1412,1414,
1589,2,"",tetM_2,protection,Tetracycline,"","",,,,,,"","","","",0,0,179401.09375,4.7399163246154785,,0.00014400000509340316,9,7,2018,"","",1412,1412,1414,
1590,2,"",tet32,protection,Tetracycline,"","",,,,,,"","","","",0,0,108637.328125,2.8702826499938965,,0.00008720000187167898,9,7,2018,"","",1412,1412,1414,
1591,2,"",tetC_3,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,257889.078125,6.813629627227783,,0.00020700000459328294,9,7,2018,"","",1412,1412,1414,
1592,2,"",tetA_2,efflux pump,Tetracycline,"","",,,,,,"","","","",0,0,514532.3125,13.594343185424805,,0.0004130000015720725,9,7,2018,"","",1412,1412,1414,
1593,2,"",tetM_1,protection,Tetracycline,"","",,,,,,"","","","",0,0,200580.390625,5.299489974975586,,0.0001610000035725534,9,7,2018,"","",1412,1412,1414,
1594,2,"",tetO_2,protection,Tetracycline,"","",,,,,,"","","","",0,0,185630.296875,4.904496669769287,,0.00014899999951012433,9,7,2018,"","",1412,1412,1414,
1595,2,"",tetO_1,protection,Tetracycline,"","",,,,,,"","","","",0,0,281560.0625,7.439035415649414,,0.00022600000374950469,9,7,2018,"","",1412,1412,1414,
1596,2,"",tetW,protection,Tetracycline,"","",,,,,,"","","","",0,0,576824.375,15.240147590637207,,0.00046300000394694507,9,7,2018,"","",1412,1412,1414,
1597,2,"",tetQ,protection,Tetracycline,"","",,,,,,"","","","",0,0,1756635.75,46.41168212890625,,0.0014100000262260437,9,7,2018,"","",1412,1412,1414,
1598,2,"",aadE,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,97673.9296875,2.5806210041046143,,0.00007840000034775585,9,7,2018,"","",1412,1412,1414,
1599,2,"",aadA2_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,220513.84375,5.826147079467773,,0.00017699999443721026,9,7,2018,"","",1412,1412,1414,
1600,2,"",aadA5_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,387456.53125,10.236902236938477,,0.0003110000106971711,9,7,2018,"","",1412,1412,1414,
1601,2,"",aac3-VI,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,432306.8125,11.421881675720215,,0.00034699999378062785,9,7,2018,"","",1412,1412,1414,
1602,2,"",aadD,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1831386.125,48.38664627075195,,0.0014700000174343586,9,7,2018,"","",1412,1412,1414,
1603,2,"",aadA1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1544842.75,40.81594467163086,,0.0012400000123307109,9,7,2018,"","",1412,1412,1414,
1604,2,"",strB,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,1184794.75,31.303197860717773,,0.0009510000236332417,9,7,2018,"","",1412,1412,1414,
1605,2,"",aadA_2,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,2367097.75,62.54056167602539,,0.0019000000320374966,9,7,2018,"","",1412,1412,1414,
1606,2,"",aadA_1,deactivation,Aminoglycoside,"","",,,,,,"","","","",0,0,2852975.75,75.37783813476562,,0.0022899999748915434,9,7,2018,"","",1412,1412,1414,
1607,2,"",tolC_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,71885.0234375,1.8992581367492676,,0.000057699999160831794,9,7,2018,"","",1412,1412,1414,
1608,2,"",oprJ,efflux pump,MDR,"","",,,,,,"","","","",0,0,49709.0546875,1.3133518695831299,,0.00003989999822806567,9,7,2018,"","",1412,1412,1414,
1609,2,"",emrD_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,112001.1015625,2.959156036376953,,0.00008990000060293823,9,7,2018,"","",1412,1412,1414,
1610,2,"",mdtH_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,289035.09375,7.636531829833984,,0.00023200000578071922,9,7,2018,"","",1412,1412,1414,
1611,2,"",acrF,efflux pump,MDR,"","",,,,,,"","","","",0,0,306476.875,8.097356796264648,,0.0002460000105202198,9,7,2018,"","",1412,1412,1414,
